restaurant_name,city,location,cuisines,average_cost,aggregate_rating,votes,has_online_delivery,has_table_booking,rest_type,dish_liked
New Udupi Upahar,Whitefield,Whitefield,"South Indian, North Indian",300.0,3.6,18,False,False,Quick Bites,
Appam & Curry,Hsr,Koramangala 1St Block,"Kerala, South Indian",200.0,3.8,18,True,False,Quick Bites,
Karama Restaurant,Jp Nagar,Jp Nagar,Arabian,400.0,3.4,18,True,False,"Takeaway, Delivery",
Cafe Jezve,Kammanahalli,Koramangala 5Th Block,Cafe,500.0,3.8,18,True,False,Cafe,
Ambur Biryani Mess,Koramangala 5Th Block,Koramangala 6Th Block,Biryani,250.0,3.4,18,False,False,Mess,
Sri Ganesha Fruit Juice Centre,Koramangala 6Th Block,Domlur,"Juices, Beverages",100.0,3.2,18,True,False,Beverage Shop,
BingeJoy!,Jp Nagar,Jp Nagar,"Biryani, Chinese, Fast Food",100.0,3.7,18,True,False,Kiosk,
Home Tiff-INN's,Sarjapur Road,Sarjapur Road,"South Indian, Chettinad",250.0,3.6,18,False,False,Quick Bites,
The Cravery,Bannerghatta Road,Jp Nagar,"Continental, Burger, Beverages, Cafe, Italian, Rolls",500.0,2.6,18,True,False,Cafe,
Bharanis,Old Airport Road,Domlur,"Andhra, Biryani",600.0,3.6,18,False,False,Casual Dining,
Captain Egg,Whitefield,Whitefield,Fast Food,400.0,4.1,18,False,False,Food Court,
Jethro's,Jp Nagar,Jp Nagar,"Fast Food, Burger",450.0,3.7,18,False,False,Quick Bites,
CakeBox,Hsr,Hsr,"Bakery, Desserts",400.0,3.5,18,True,False,Bakery,
Appetite Workstation,Sarjapur Road,Sarjapur Road,"North Indian, Chinese, Biryani",500.0,3.6,18,True,False,Quick Bites,
Soul Curry Restaurant,Electronic City,Electronic City,"Andhra, Chinese, North Indian, Biryani",600.0,3.6,18,False,False,"Casual Dining, Bar",
Kannoor Restaurant,Koramangala 4Th Block,Btm,"Kerala, Chinese, South Indian, North Indian",700.0,3.1,18,True,False,Casual Dining,
Bhavya Military Hotel,Bannerghatta Road,Bannerghatta Road,South Indian,300.0,3.5,18,False,False,Quick Bites,
D'Cafe,Old Airport Road,Domlur,"Cafe, Coffee, Continental",500.0,3.8,18,True,False,Cafe,
Just Eat,Old Airport Road,Indiranagar,"North Indian, Chinese, Beverages",500.0,3.5,18,True,False,Quick Bites,
Chetty's Corner,Kammanahalli,Kammanahalli,"Fast Food, Burger",200.0,3.6,18,True,False,Quick Bites,
Punjabi Chulha,Kalyan Nagar,Nagawara,North Indian,400.0,2.9,18,True,False,Quick Bites,
Happy Chopsticks,Basavanagudi,Basavanagudi,"Chinese, Fast Food",300.0,3.6,18,True,False,Quick Bites,
Gourmet Food Truck,Koramangala 6Th Block,South Bangalore,Chinese,200.0,3.8,18,True,False,Food Truck,
Samrudhi,Hsr,Electronic City,"Andhra, Chinese, North Indian",450.0,2.9,18,False,False,Casual Dining,
Smoor,Bannerghatta Road,Bannerghatta Road,"Desserts, Cafe, Beverages",900.0,3.6,18,True,False,Dessert Parlor,
Shaadi Ki Biryani,Koramangala 4Th Block,Hsr,"Biryani, Charcoal Chicken",600.0,2.9,18,True,False,"Takeaway, Delivery",
The Park Inn Restaurant,Bannerghatta Road,Bannerghatta Road,"North Indian, Chinese",450.0,3.0,18,False,False,Quick Bites,
MyPotli,Jp Nagar,Jp Nagar,"North Indian, South Indian",100.0,3.7,18,False,False,"Takeaway, Delivery",
Lassi Corner,Rajajinagar,Vijay Nagar,"Beverages, Desserts",150.0,3.5,18,True,False,Beverage Shop,
Mad Over Biryani,Residency Road,Church Street,"North Indian, Biryani",600.0,2.9,18,True,False,Quick Bites,
Millet Mama,Basavanagudi,Basavanagudi,"South Indian, Healthy Food",200.0,3.9,18,True,False,Quick Bites,
Bombay Kulfi,Jayanagar,Jayanagar,"Desserts, Ice Cream",150.0,3.8,18,True,False,Dessert Parlor,
Sri Ganesh Juice and Chats,Banashankari,Banashankari,"Juices, Street Food",150.0,3.5,18,False,False,"Beverage Shop, Quick Bites",
Andhra Ghumaghumalu,Whitefield,Whitefield,"Andhra, Biryani, North Indian",300.0,3.5,18,True,False,Quick Bites,
Desi Chats,Whitefield,Whitefield,Street Food,200.0,3.9,18,False,False,Quick Bites,
Upahar Banashree,Bannerghatta Road,Bannerghatta Road,"South Indian, North Indian",400.0,3.4,18,True,False,Quick Bites,
La Boulangerie - Le Meridien,Lavelle Road,Sankey Road,"Continental, Chinese, North Indian",2000.0,3.7,18,False,False,Fine Dining,
Shudh Desi Khana,Koramangala 4Th Block,Koramangala 1St Block,"North Indian, Chinese",200.0,3.5,18,True,False,Quick Bites,
Coco Barista,Btm,Btm,"Cafe, Burger, Rolls, Beverages",400.0,3.7,18,True,False,Cafe,
Fashion Knack Cafe,Brookefield,Whitefield,"Cafe, Burger, Sandwich",250.0,3.7,18,False,False,Cafe,
Bombay Food Express,Church Street,Shanti Nagar,"Street Food, Fast Food",250.0,3.7,18,False,False,Quick Bites,
Quench The Juice Lounge,Btm,Jayanagar,"Beverages, Juices, Ice Cream",150.0,3.6,18,True,False,Beverage Shop,
Cold Station,Rajajinagar,Rajajinagar,"Fast Food, Desserts",250.0,3.8,18,True,False,Quick Bites,
Park N Eat,Marathahalli,Marathahalli,"Chinese, North Indian",300.0,3.7,18,True,False,Quick Bites,
Modern Restaurant,Jp Nagar,Btm,"North Indian, Chinese",450.0,3.1,18,True,False,Casual Dining,
Creme & Cheese,Koramangala 6Th Block,Koramangala 4Th Block,Desserts,850.0,3.8,18,False,False,"Takeaway, Delivery",
Suryawanshi,Jp Nagar,Bannerghatta Road,"Maharashtrian, Seafood",700.0,3.8,18,True,False,Casual Dining,
Red Chilli,Marathahalli,Brookefield,"Chinese, Thai",600.0,3.0,18,False,False,Fine Dining,
Rotti Mane,Old Airport Road,Thippasandra,South Indian,200.0,3.6,18,True,False,Quick Bites,
Biriyani Paradise,Electronic City,Electronic City,"North Indian, Kerala, Biryani, South Indian",550.0,3.5,18,False,False,Casual Dining,
Asia In A Box,Kammanahalli,Kammanahalli,"Thai, Vietnamese, Indonesian, Asian",550.0,2.9,18,True,False,Casual Dining,
The Good Bowl,Whitefield,Whitefield,"Italian, North Indian, Biryani",500.0,3.6,18,False,False,"Takeaway, Delivery",
Gangothri Kabab Corner,Koramangala 7Th Block,Btm,North Indian,400.0,3.1,18,False,False,Quick Bites,
Mayur,Btm,Btm,"Andhra, North Indian, Chinese",500.0,3.6,18,False,False,Casual Dining,
Hari Super Sandwich,Koramangala 7Th Block,Btm,"Sandwich, Fast Food",100.0,4.0,18,True,False,Quick Bites,
The Difference,Whitefield,Whitefield,"North Indian, Chinese, Arabian",600.0,2.7,18,True,False,Casual Dining,
7 to 11 Food Court,Kammanahalli,Banaswadi,"Fast Food, Burger, North Indian, South Indian",200.0,3.7,18,True,False,Quick Bites,
North Se South Veg & Non-Veg Restaurants,Kammanahalli,Banaswadi,"South Indian, North Indian, Chinese",250.0,3.6,18,True,False,Quick Bites,
Ganga Foods,Marathahalli,Marathahalli,"South Indian, Chinese",200.0,3.5,18,True,False,Quick Bites,
Red Chillies Restaurant,Brookefield,Marathahalli,"South Indian, Chinese",150.0,2.9,18,False,False,Quick Bites,
Atithi,Malleshwaram,Rajajinagar,North Indian,750.0,3.7,18,False,False,Casual Dining,
New Shanthi Sagar,Whitefield,"Varthur Main Road, Whitefield","South Indian, North Indian, Chinese, Street Food",300.0,3.8,18,True,False,"Takeaway, Delivery",
Kolkata Kathi Roll's,Banashankari,Banashankari,"Fast Food, Rolls",250.0,3.6,18,True,False,Quick Bites,
Juice Junction,Marathahalli,Marathahalli,"Juices, Fast Food, South Indian, Chinese",200.0,3.7,18,False,False,Kiosk,
Frozen Bottle,Rajajinagar,Basaveshwara Nagar,"Beverages, Desserts",400.0,3.8,18,True,False,Beverage Shop,
Roast 'N' Frost,Rajajinagar,Rajajinagar,"Fast Food, Desserts",200.0,3.7,18,True,False,Quick Bites,
Keto Kitchen,Koramangala 7Th Block,Koramangala 7Th Block,"Healthy Food, Pizza, Italian, South Indian, North Indian",500.0,3.1,18,True,False,Quick Bites,
Bake Delite,Jp Nagar,Kumaraswamy Layout,"Bakery, Fast Food",400.0,3.7,18,True,False,"Bakery, Quick Bites",
Ambur Star Dum Biryani,Jayanagar,Jayanagar,Biryani,100.0,3.4,18,True,False,Quick Bites,
Namma Biriyani,Koramangala 7Th Block,Koramangala 5Th Block,"Biryani, Chinese, North Indian",250.0,3.8,18,True,False,Quick Bites,
Daily Bread,Brookefield,Marathahalli,"Bakery, Fast Food, Italian",600.0,3.6,18,False,False,"Bakery, Quick Bites",
KC Das - Klassic Foods,Jayanagar,Jayanagar,"Mithai, Street Food",200.0,3.0,18,False,False,"Sweet Shop, Quick Bites",
Namakh Store And Cafe,New Bel Road,New Bel Road,"Cafe, Continental, American",400.0,3.7,18,True,False,Cafe,
Lassi Shop,Residency Road,Brigade Road,"Beverages, Ice Cream",200.0,3.7,18,True,False,Beverage Shop,
Zaikedar Kitchen,Sarjapur Road,Hsr,North Indian,400.0,3.3,18,True,False,Quick Bites,
Luqma Restaurant,Frazer Town,Rt Nagar,"North Indian, Chinese, Arabian, Rolls",550.0,3.5,18,True,False,Quick Bites,
Tea Samskruthi,Malleshwaram,Malleshwaram,Cafe,200.0,3.9,18,False,False,Cafe,
Deepak Paratha Plaza,New Bel Road,New Bel Road,"North Indian, Street Food",200.0,3.5,18,False,False,Quick Bites,
Rolls Kitchen,New Bel Road,New Bel Road,"Fast Food, Rolls",250.0,3.5,18,False,False,Quick Bites,
Daily Sushi,Marathahalli,Marathahalli,"Korean, Sushi",900.0,3.6,18,True,False,Quick Bites,
Wow! Sikkim Momo,New Bel Road,New Bel Road,"Chinese, North Indian, Momos",150.0,3.2,18,False,False,Quick Bites,
Supreme Biryani,Bellandur,South Bangalore,Biryani,400.0,3.3,18,True,False,Delivery,
Me And My Cake,Marathahalli,Marathahalli,"Bakery, Desserts",500.0,3.5,18,False,False,Bakery,
Sea Salt,New Bel Road,Sahakara Nagar,"South Indian, Seafood",600.0,3.7,18,False,False,Quick Bites,
Tripti Hotel & Restaurant,New Bel Road,New Bel Road,"Biryani, South Indian, North Indian",200.0,3.6,18,False,False,Quick Bites,
The Elachi,Electronic City,Electronic City,North Indian,500.0,3.1,18,False,False,Quick Bites,
Sri Lakshmi Dhaba,Koramangala 4Th Block,Bommanahalli,"North Indian, Chinese",250.0,3.1,18,True,False,Quick Bites,
Tanuja Home Food,Whitefield,Whitefield,North Indian,300.0,3.1,18,True,False,Delivery,
Barista,Old Airport Road,Domlur,Cafe,300.0,3.6,18,False,False,Cafe,
Kanti Sweets,Rajajinagar,Basaveshwara Nagar,"Mithai, Street Food",400.0,3.7,18,True,False,"Sweet Shop, Quick Bites",
New Kadai,Frazer Town,Rt Nagar,"North Indian, Chinese",400.0,3.3,18,False,False,Quick Bites,
Vijayawadavari Sandya Andhra Mess,Electronic City,Electronic City,Andhra,200.0,3.6,18,True,False,Mess,
Just One More,Frazer Town,Frazer Town,"South Indian, Street Food",200.0,3.4,18,False,False,Quick Bites,
Fresh Bites,Mg Road,Indiranagar,"Fast Food, Chinese",450.0,3.3,18,False,False,"Takeaway, Delivery",
Maruthi Davangere Benne Dosa,Banashankari,Banashankari,South Indian,150.0,4.0,17,True,False,Quick Bites,
Al Habibi Restaurant,Koramangala 6Th Block,Btm,"North Indian, Chinese",300.0,3.5,17,True,False,Quick Bites,
KF's Biryani's and Kababs,Koramangala 4Th Block,Koramangala 4Th Block,"Biryani, Kebab",400.0,3.4,17,True,False,Quick Bites,
Snow Gola,Church Street,Brigade Road,Desserts,150.0,3.7,17,False,False,Dessert Parlor,
K V Canteen,Residency Road,Commercial Street,South Indian,100.0,3.5,17,False,False,Quick Bites,
Mast Biryani - Night Express,Marathahalli,East Bangalore,"North Indian, Biryani, Fast Food",500.0,3.5,17,False,False,Delivery,
Sree Lakshmi Venkateshwara Andhra Mess,Marathahalli,Marathahalli,"Andhra, South Indian",400.0,3.5,17,False,False,Mess,
Indulge Cupcakes,Marathahalli,Marathahalli,"Bakery, Desserts",500.0,3.8,17,False,False,Bakery,
Mughals Restaurant,Residency Road,Shivajinagar,"Mughlai, North Indian, Chinese, Biryani, Seafood",550.0,3.1,17,False,False,Casual Dining,
Sprinkled,Kalyan Nagar,Kammanahalli,"Bakery, Desserts",500.0,3.8,17,False,False,"Takeaway, Delivery",
Ice N Spice,Church Street,Mg Road,Desserts,200.0,3.7,17,False,False,Dessert Parlor,
Om's Cafe Prana,Koramangala 5Th Block,Koramangala 7Th Block,"Cafe, Fast Food",300.0,3.6,17,False,False,Cafe,
Juice Junction,Hsr,Hsr,"Juices, Fast Food",200.0,3.7,17,True,False,Beverage Shop,
3rd Innings,Electronic City,Electronic City,"Burger, Italian, North Indian, Chinese",1000.0,3.0,17,False,False,"Casual Dining, Bar",
Shri Vinayaka Ice N Juice,Jp Nagar,Jayanagar,"Fast Food, Beverages",200.0,3.7,17,True,False,Quick Bites,
The Chef Couple,Sarjapur Road,Sarjapur Road,"North Indian, Mughlai, Chinese",750.0,3.4,17,False,False,Casual Dining,
Ambur Biryani,Koramangala 4Th Block,Koramangala 3Rd Block,"Biryani, Chinese",250.0,3.5,17,False,False,Quick Bites,
Grill N Chill,Koramangala 7Th Block,Btm,"North Indian, Chinese",400.0,3.1,17,False,False,Quick Bites,
Quiznos,Bellandur,Sarjapur Road,American,500.0,3.3,17,False,False,Quick Bites,
Khane Ka Khazana,Whitefield,"Itpl Main Road, Whitefield",North Indian,250.0,3.5,17,True,False,Quick Bites,
RK Garden Family Restaurant,Electronic City,Electronic City,"Andhra, Chinese, North Indian, South Indian",600.0,3.5,17,False,False,Casual Dining,
Meat Up Barbecue & More,Kammanahalli,Kalyan Nagar,"BBQ, Fast Food",400.0,3.7,17,False,False,Quick Bites,
XO Belgian Waffle,Banashankari,Banashankari,"Desserts, Beverages",400.0,3.7,17,True,False,Dessert Parlor,
Dabba Karkhana,Hsr,Btm,North Indian,300.0,3.5,17,True,False,"Takeaway, Delivery",
Nihas Hyderabadi Biryani,Kalyan Nagar,Nagawara,"Andhra, Chinese, North Indian, South Indian",300.0,3.2,17,True,False,Quick Bites,
Blue Berry Restaurant,Bannerghatta Road,Btm,"North Indian, Kerala, Chinese",600.0,2.9,17,False,False,Casual Dining,
Lassi Shop,Kammanahalli,Kammanahalli,"Beverages, Ice Cream",200.0,3.7,17,False,False,Beverage Shop,
Food Square,Marathahalli,Marathahalli,"Fast Food, Chinese",200.0,3.6,17,True,False,Quick Bites,
Jubli Biryani,Whitefield,Whitefield,"Biryani, Chinese",500.0,3.6,17,True,False,Quick Bites,
V.S. Garden Restaurant,Koramangala 7Th Block,Ejipura,"North Indian, Chinese",800.0,3.5,17,False,False,Casual Dining,
Hot Spot Cafe,Old Airport Road,Domlur,"Cafe, Fast Food",150.0,2.9,17,False,False,Cafe,
Parjanya Chat Zone,Banashankari,Banashankari,"Street Food, Fast Food",200.0,3.3,17,False,False,Quick Bites,
Sweet N Swirl,Banashankari,Banashankari,"Desserts, Ice Cream",150.0,3.2,17,False,False,Dessert Parlor,
Raj Donne Biriyani,Marathahalli,Marathahalli,"South Indian, Biryani",450.0,3.5,17,True,False,Quick Bites,
Gelato Italiano,Malleshwaram,Rt Nagar,"Ice Cream, Bakery, Desserts",200.0,3.4,17,True,False,Dessert Parlor,
Public Khana,Koramangala 6Th Block,Btm,"South Indian, North Indian",200.0,3.4,17,True,False,Quick Bites,
Doner Bel,Kammanahalli,Kammanahalli,"Turkish, Chinese",400.0,3.5,17,False,False,Quick Bites,
Kuttanadu Family Restaurant,New Bel Road,Jalahalli,"Seafood, South Indian",600.0,3.6,17,True,False,Casual Dining,
New Taj Biryani Centre,Frazer Town,Frazer Town,"Biryani, South Indian",350.0,3.5,17,False,False,Quick Bites,
Ooty Chocolates,Brigade Road,Residency Road,Desserts,300.0,3.5,17,True,False,Dessert Parlor,
Late Night,Marathahalli,Marathahalli,"North Indian, Chinese",500.0,3.0,17,False,False,Unknown,
La Mensa,Whitefield,Whitefield,"North Indian, Chinese, South Indian",400.0,3.6,17,False,False,"Takeaway, Delivery",
UBQ by Barbeque Nation,Whitefield,Whitefield,"North Indian, BBQ, Biryani, Kebab",450.0,3.6,17,True,False,Delivery,
Jeet Punjabi Tadka,New Bel Road,New Bel Road,"North Indian, South Indian",500.0,3.5,17,False,False,Quick Bites,
Hanchi Thinnuva,Electronic City,Electronic City,South Indian,300.0,3.5,17,True,False,Quick Bites,
Madhu's Tandoori Kitchen,Marathahalli,Marathahalli,"North Indian, Chinese, Biryani",350.0,3.0,17,False,False,Quick Bites,
Maashpacheez,Marathahalli,Marathahalli,"North Indian, Chinese, South Indian",300.0,3.5,17,True,False,Quick Bites,
Hum Biryani,Koramangala 4Th Block,Btm,"Biryani, North Indian",600.0,3.4,17,True,False,Delivery,
Jigarthanda,Rajajinagar,Malleshwaram,"Beverages, Rolls",300.0,3.5,17,False,False,"Beverage Shop, Quick Bites",
Papacream,Jayanagar,Jp Nagar,"Desserts, Ice Cream",350.0,3.7,17,True,False,Dessert Parlor,
The Waffles Hut,Malleshwaram,Malleshwaram,Desserts,400.0,3.6,17,True,False,Dessert Parlor,
Angel Mess,Marathahalli,Kaggadasapura,South Indian,200.0,3.5,17,False,False,Quick Bites,
UBCR Cafe & Resto,Hsr,Hsr,"Cafe, Burger, Continental, Chinese",500.0,3.6,17,False,False,Cafe,
Kettle & Kegs,Whitefield,Whitefield,"Tea, Beverages",200.0,3.4,17,True,False,Delivery,
Pooja's Kitchen,Koramangala 7Th Block,Koramangala 8Th Block,"Bengali, Street Food",300.0,3.7,17,False,False,Delivery,
UBQ by Barbeque Nation,Old Airport Road,Indiranagar,"North Indian, BBQ, Biryani, Kebab",450.0,3.6,17,True,False,Delivery,
Cream Factory,Malleshwaram,Malleshwaram,Desserts,400.0,3.4,17,False,False,Dessert Parlor,
T4U Cafe,Kalyan Nagar,Banaswadi,"Chinese, Fast Food, Beverages",400.0,3.6,17,False,False,Quick Bites,
Silver Leaf - Ramee Guestline Hotels,Electronic City,Electronic City,"Continental, Mughlai, North Indian, Chinese",900.0,3.5,17,False,False,Casual Dining,
Bellandur Kitchen,Sarjapur Road,Bellandur,"North Indian, Chinese",400.0,3.4,17,True,False,Quick Bites,
Polar Bear,Whitefield,Whitefield,"Desserts, Ice Cream, Beverages, Sandwich",400.0,4.0,17,True,False,Dessert Parlor,
Cake Dilim,Whitefield,Whitefield,"Bakery, Desserts",400.0,3.6,17,True,False,Dessert Parlor,
Cafe Indiana,Bannerghatta Road,Bannerghatta Road,"Fast Food, Desserts",600.0,3.5,17,False,False,"Quick Bites, Dessert Parlor",
New Students Corner,Jp Nagar,Kumaraswamy Layout,Fast Food,150.0,3.6,17,False,False,Quick Bites,
Dakshin Restaurant,Residency Road,Brigade Road,"Mangalorean, Seafood, North Indian, Chinese",800.0,3.6,17,True,False,Casual Dining,
Foodmazic,Marathahalli,Kaggadasapura,"BBQ, Beverages, Burger, Rolls, Tea",200.0,3.7,17,False,False,Quick Bites,
7th Heaven,New Bel Road,New Bel Road,"Bakery, Desserts",300.0,3.6,17,False,False,Bakery,
Kwality Wall's Swirl's,Marathahalli,Marathahalli,"Ice Cream, Desserts",200.0,2.9,17,False,False,Kiosk,
Al Hayath,Btm,Btm,"North Indian, Chinese",200.0,3.5,17,False,False,Quick Bites,
Gelato Italiano,Indiranagar,Ulsoor,"Ice Cream, Bakery, Desserts",200.0,2.9,17,True,False,Dessert Parlor,
The French Loaf,Kalyan Nagar,Kalyan Nagar,"Bakery, Desserts",300.0,3.5,17,True,False,"Bakery, Quick Bites",
Cravingz,Whitefield,Whitefield,"Fast Food, Beverages",400.0,3.7,17,True,False,"Beverage Shop, Quick Bites",
Bake-ooh,Bannerghatta Road,Bannerghatta Road,Bakery,350.0,3.7,17,False,False,"Takeaway, Delivery",
Pizza Baker's,Kammanahalli,Nagawara,"Pizza, Burger, Fast Food, Beverages",450.0,3.3,17,True,False,Quick Bites,
The Spicy Kitchen,Old Airport Road,Thippasandra,"Arabian, Rolls",300.0,3.1,17,True,False,Quick Bites,
Kaapi Kendra,Koramangala 7Th Block,Jayanagar,South Indian,100.0,3.7,17,True,False,Quick Bites,
Hotel Rangoon,Indiranagar,Ulsoor,Burmese,300.0,3.7,17,True,False,Quick Bites,
The Milkshake Theory,Kalyan Nagar,Hennur,"Beverages, Fast Food",400.0,3.5,17,True,False,Beverage Shop,
China On My Plate,Brookefield,Whitefield,Chinese,800.0,3.0,17,True,False,Casual Dining,
Kolkata Kati Rolls,Jp Nagar,Jayanagar,"Fast Food, Rolls",200.0,2.9,17,False,False,Kiosk,
Covai Cafe,Brookefield,Whitefield,South Indian,200.0,3.6,17,False,False,Quick Bites,
Mad Over Donuts,Bannerghatta Road,Bannerghatta Road,"Bakery, Desserts, Beverages",450.0,3.1,17,True,False,Dessert Parlor,
The Litti Company,Koramangala 5Th Block,Koramangala 4Th Block,Bihari,400.0,3.7,17,True,False,"Takeaway, Delivery",
Shree Balaji Paratha House,Jayanagar,Jayanagar,North Indian,200.0,3.0,17,False,False,Quick Bites,
Calcutta Chats,Lavelle Road,Vasanth Nagar,"Street Food, North Indian",200.0,3.5,17,False,False,Quick Bites,
Home Food,Kammanahalli,Kammanahalli,South Indian,300.0,3.5,17,True,False,Quick Bites,
Keventers,New Bel Road,Sahakara Nagar,"Desserts, Beverages, Ice Cream",400.0,3.9,17,True,False,"Beverage Shop, Dessert Parlor",
Loyal Food,Old Airport Road,Indiranagar,Continental,500.0,3.2,17,True,False,Quick Bites,
Krish Punjabi Kitchen,Indiranagar,Thippasandra,North Indian,500.0,3.6,17,False,False,Quick Bites,
Hanumanthanagar Biryani Junction,Banashankari,Banashankari,South Indian,300.0,3.5,17,False,False,Quick Bites,
Mary Cafe,Indiranagar,Thippasandra,"Chinese, South Indian",150.0,3.3,17,False,False,Quick Bites,
Freshies Gourmet Salads,Koramangala 4Th Block,Hsr,"Salad, Healthy Food",350.0,3.7,17,True,False,"Takeaway, Delivery",
Biryani Factory,Whitefield,Whitefield,Biryani,400.0,2.9,17,True,False,Delivery,
Totus,Koramangala 7Th Block,Btm,Chinese,300.0,3.7,17,True,False,Quick Bites,
MK Dabbawala,Electronic City,Electronic City,North Indian,400.0,3.2,17,False,False,Delivery,
Cafe Xtasi,Whitefield,"Varthur Main Road, Whitefield",Pizza,0.0,3.0,17,False,False,"Takeaway, Delivery",
Basmati's Briyani Nation,Whitefield,Whitefield,"South Indian, Biryani",350.0,3.6,17,False,False,"Takeaway, Delivery",
Bangalore Cakes,Electronic City,Electronic City,Bakery,250.0,2.9,17,True,False,Bakery,
Shake It Off,Kalyan Nagar,Kalyan Nagar,"Beverages, Fast Food",600.0,3.9,17,True,False,Beverage Shop,
Punjabites,Whitefield,"Varthur Main Road, Whitefield","North Indian, Charcoal Chicken",400.0,3.6,17,True,False,"Takeaway, Delivery",
Juice Shop,Brookefield,"Varthur Main Road, Whitefield","Juices, Beverages, Ice Cream",150.0,3.7,17,True,False,"Takeaway, Delivery",
